phase,request_index,query_name,latency_ms,rows_returned,ok,error
warmup,6,q7_products_join_sellers,894.7941999649629,1,True,
warmup,10,q11_top_categories,13.18050001282245,10,True,
warmup,11,q1_user_by_id,1.6948999837040901,1,True,
warmup,3,q4_sellers_rating,953.5580000374466,100,True,
warmup,13,q3_user_by_login,9.232899989001453,1,True,
warmup,14,q4_sellers_rating,10.760599980130792,100,True,
warmup,0,q1_user_by_id,976.3253999408334,1,True,
warmup,15,q5_orders_offset,6.129499990493059,50,True,
warmup,16,q6_products_by_seller,5.548299988731742,1,True,
warmup,17,q7_products_join_sellers,4.7605000436306,1,True,
warmup,18,q8_order_items_join_products,4.73819999024272,3,True,
warmup,19,q9_orders_items_products_by_user,2.0863000536337495,0,True,
warmup,21,q11_top_categories,74.7652999125421,10,True,
warmup,4,q5_orders_offset,1087.4312999658287,50,True,
warmup,22,q1_user_by_id,98.34839997347444,1,True,
warmup,24,q3_user_by_login,26.49829990696162,1,True,
warmup,25,q4_sellers_rating,11.356699978932738,100,True,
warmup,5,q6_products_by_seller,1197.2116000251845,1,True,
warmup,27,q6_products_by_seller,57.89659998845309,1,True,
warmup,26,q5_orders_offset,63.83779994212091,50,True,
warmup,7,q8_order_items_join_products,1236.3892999710515,1,True,
warmup,20,q10_top_sellers_qty,287.8640000708401,20,True,
warmup,29,q8_order_items_join_products,10.923999943770468,4,True,
warmup,28,q7_products_join_sellers,20.70230001118034,1,True,
warmup,30,q9_orders_items_products_by_user,9.025299921631813,3,True,
warmup,32,q11_top_categories,12.474100105464458,10,True,
warmup,33,q1_user_by_id,11.425900040194392,1,True,
warmup,35,q3_user_by_login,9.488700074143708,1,True,
warmup,36,q4_sellers_rating,7.656599977053702,100,True,
warmup,37,q5_orders_offset,72.336700046435,50,True,
warmup,38,q6_products_by_seller,78.08160001877695,2,True,
warmup,40,q8_order_items_join_products,13.427700032480061,3,True,
warmup,39,q7_products_join_sellers,25.439599994570017,2,True,
warmup,41,q9_orders_items_products_by_user,19.638099940493703,1,True,
warmup,2,q3_user_by_login,1461.1885000485927,1,True,
warmup,12,q2_all_users,552.1618000930175,10000,True,
warmup,8,q9_orders_items_products_by_user,1393.4462999459356,4,True,
warmup,43,q11_top_categories,65.01229992136359,10,True,
warmup,1,q2_all_users,1477.822299930267,10000,True,
warmup,44,q1_user_by_id,19.587200018577278,1,True,
warmup,46,q3_user_by_login,16.04290003888309,1,True,
warmup,49,q6_products_by_seller,12.113000033423305,0,True,
warmup,50,q7_products_join_sellers,16.23389997985214,0,True,
warmup,48,q5_orders_offset,22.137799998745322,50,True,
warmup,47,q4_sellers_rating,30.21720005199313,100,True,
warmup,51,q8_order_items_join_products,104.91049999836832,4,True,
warmup,31,q10_top_sellers_qty,328.02919996902347,20,True,
warmup,54,q11_top_categories,99.0056999726221,10,True,
warmup,9,q10_top_sellers_qty,1433.6142999818549,20,True,
warmup,52,q9_orders_items_products_by_user,100.2708999440074,2,True,
warmup,59,q5_orders_offset,58.841299964115024,50,True,
warmup,57,q3_user_by_login,60.75489998329431,1,True,
warmup,55,q1_user_by_id,73.82090005557984,1,True,
warmup,58,q4_sellers_rating,73.01170006394386,100,True,
warmup,61,q7_products_join_sellers,24.733499973081052,1,True,
warmup,62,q8_order_items_join_products,20.93809994403273,5,True,
warmup,60,q6_products_by_seller,32.101400080136955,1,True,
warmup,63,q9_orders_items_products_by_user,28.35050004068762,5,True,
warmup,65,q11_top_categories,70.54470002185553,10,True,
warmup,23,q2_all_users,678.2468999736011,10000,True,
warmup,66,q1_user_by_id,85.6579999672249,1,True,
warmup,68,q3_user_by_login,25.69399995263666,1,True,
warmup,71,q6_products_by_seller,10.68990002386272,1,True,
warmup,69,q4_sellers_rating,35.317900008521974,100,True,
warmup,70,q5_orders_offset,29.547400074079633,50,True,
warmup,72,q7_products_join_sellers,91.05829999316484,1,True,
warmup,74,q9_orders_items_products_by_user,85.4437000816688,0,True,
warmup,73,q8_order_items_join_products,87.06379996147007,5,True,
warmup,77,q1_user_by_id,90.30859998892993,1,True,
warmup,76,q11_top_categories,103.80349995102733,10,True,
warmup,79,q3_user_by_login,95.02240002620965,1,True,
warmup,80,q4_sellers_rating,73.83520004805177,100,True,
warmup,81,q5_orders_offset,17.94509997125715,50,True,
warmup,82,q6_products_by_seller,7.271899958141148,1,True,
warmup,83,q7_products_join_sellers,66.7630999814719,1,True,
warmup,53,q10_top_sellers_qty,760.3849000297487,20,True,
warmup,42,q10_top_sellers_qty,874.3729999987409,20,True,
warmup,64,q10_top_sellers_qty,590.870299958624,20,True,
warmup,85,q9_orders_items_products_by_user,18.255700008012354,0,True,
warmup,45,q2_all_users,814.0591999981552,10000,True,
warmup,84,q8_order_items_join_products,26.891799992881715,2,True,
warmup,88,q1_user_by_id,10.647499933838844,1,True,
warmup,34,q2_all_users,1011.789400014095,10000,True,
warmup,90,q3_user_by_login,9.951599990017712,1,True,
warmup,87,q11_top_categories,20.147799979895353,10,True,
warmup,75,q10_top_sellers_qty,410.14139994513243,20,True,
warmup,92,q5_orders_offset,16.560900025069714,50,True,
warmup,95,q8_order_items_join_products,13.814100064337254,2,True,
warmup,94,q7_products_join_sellers,58.502000058069825,0,True,
warmup,91,q4_sellers_rating,65.42590004391968,100,True,
warmup,93,q6_products_by_seller,61.33880000561476,0,True,
warmup,96,q9_orders_items_products_by_user,49.821300082840025,7,True,
warmup,99,q1_user_by_id,9.935700101777911,1,True,
warmup,56,q2_all_users,769.5031000766903,10000,True,
warmup,101,q3_user_by_login,10.765900020487607,1,True,
warmup,98,q11_top_categories,15.803600079379976,10,True,
warmup,102,q4_sellers_rating,9.18729999102652,100,True,
warmup,104,q6_products_by_seller,8.670100010931492,1,True,
warmup,105,q7_products_join_sellers,8.675600052811205,1,True,
warmup,103,q5_orders_offset,11.075399932451546,50,True,
warmup,106,q8_order_items_join_products,7.925099926069379,2,True,
warmup,67,q2_all_users,683.3165999269113,10000,True,
warmup,109,q11_top_categories,20.392500096932054,10,True,
warmup,110,q1_user_by_id,19.65500006917864,1,True,
warmup,107,q9_orders_items_products_by_user,23.420400102622807,1,True,
warmup,114,q5_orders_offset,6.593899917788804,50,True,
warmup,113,q4_sellers_rating,9.820199920795858,100,True,
warmup,112,q3_user_by_login,10.093900025822222,1,True,
warmup,116,q7_products_join_sellers,4.540699999779463,1,True,
warmup,78,q2_all_users,433.9146999409422,10000,True,
warmup,118,q9_orders_items_products_by_user,37.41310001350939,1,True,
warmup,115,q6_products_by_seller,45.32519995700568,1,True,
warmup,117,q8_order_items_join_products,43.48480002954602,1,True,
warmup,121,q1_user_by_id,6.840900052338839,1,True,
warmup,120,q11_top_categories,8.078100043348968,10,True,
warmup,86,q10_top_sellers_qty,198.10059992596507,20,True,
warmup,123,q3_user_by_login,9.480400010943413,1,True,
warmup,89,q2_all_users,197.86169996950775,10000,True,
warmup,97,q10_top_sellers_qty,171.7056999914348,20,True,
warmup,124,q4_sellers_rating,22.59730000514537,100,True,
warmup,126,q6_products_by_seller,13.54489999357611,4,True,
warmup,108,q10_top_sellers_qty,105.70539999753237,20,True,
warmup,125,q5_orders_offset,22.264399915002286,50,True,
warmup,119,q10_top_sellers_qty,68.76499997451901,20,True,
warmup,127,q7_products_join_sellers,4.7932000597938895,4,True,
warmup,128,q8_order_items_join_products,4.957099910825491,4,True,
warmup,132,q1_user_by_id,8.028200012631714,1,True,
warmup,134,q3_user_by_login,5.216899910010397,1,True,
warmup,129,q9_orders_items_products_by_user,10.661500040441751,0,True,
warmup,135,q4_sellers_rating,6.305100047029555,100,True,
warmup,131,q11_top_categories,16.418999992311,10,True,
warmup,139,q8_order_items_join_products,8.485900005325675,1,True,
warmup,136,q5_orders_offset,11.089200037531555,50,True,
warmup,140,q9_orders_items_products_by_user,71.62709999829531,5,True,
warmup,138,q7_products_join_sellers,78.78640003036708,4,True,
warmup,137,q6_products_by_seller,86.08869998715818,4,True,
warmup,142,q11_top_categories,80.22560004610568,10,True,
warmup,145,q3_user_by_login,18.234799965284765,1,True,
warmup,143,q1_user_by_id,29.312800033949316,1,True,
warmup,148,q6_products_by_seller,55.33970007672906,2,True,
warmup,146,q4_sellers_rating,97.57189999800175,100,True,
warmup,147,q5_orders_offset,86.03689994197339,50,True,
warmup,149,q7_products_join_sellers,29.347000061534345,2,True,
warmup,151,q9_orders_items_products_by_user,14.75540001410991,5,True,
warmup,150,q8_order_items_join_products,20.1442000688985,1,True,
warmup,100,q2_all_users,355.4414000827819,10000,True,
warmup,154,q1_user_by_id,73.51969997398555,1,True,
warmup,153,q11_top_categories,85.11259988881648,10,True,
warmup,157,q4_sellers_rating,78.05050001479685,100,True,
warmup,156,q3_user_by_login,90.82080004736781,1,True,
warmup,111,q2_all_users,482.41900000721216,10000,True,
warmup,159,q6_products_by_seller,15.561599982902408,0,True,
warmup,158,q5_orders_offset,22.466900059953332,50,True,
warmup,130,q10_top_sellers_qty,403.15989998634905,20,True,
warmup,160,q7_products_join_sellers,21.53080003336072,0,True,
warmup,161,q8_order_items_join_products,12.64130009803921,1,True,
warmup,162,q9_orders_items_products_by_user,14.38790000975132,5,True,
warmup,122,q2_all_users,505.06210001185536,10000,True,
warmup,165,q1_user_by_id,87.61270006652921,1,True,
warmup,167,q3_user_by_login,30.916400020942092,1,True,
warmup,168,q4_sellers_rating,17.384300008416176,100,True,
warmup,152,q10_top_sellers_qty,315.62909996137023,20,True,
warmup,164,q11_top_categories,109.51440001372248,10,True,
warmup,171,q7_products_join_sellers,4.620799911208451,0,True,
warmup,170,q6_products_by_seller,61.67910003568977,0,True,
warmup,169,q5_orders_offset,64.19910001568496,50,True,
warmup,172,q8_order_items_join_products,62.59019998833537,4,True,
warmup,173,q9_orders_items_products_by_user,61.56519998330623,2,True,
warmup,176,q1_user_by_id,24.619400035589933,1,True,
warmup,133,q2_all_users,622.7406000252813,10000,True,
warmup,175,q11_top_categories,94.52670009341091,10,True,
warmup,178,q3_user_by_login,87.40019996184856,1,True,
warmup,179,q4_sellers_rating,70.7483000587672,100,True,
warmup,181,q6_products_by_seller,17.265900038182735,1,True,
warmup,182,q7_products_join_sellers,12.013299972750247,1,True,
warmup,141,q10_top_sellers_qty,692.8966999985278,20,True,
warmup,180,q5_orders_offset,42.711200076155365,50,True,
warmup,183,q8_order_items_join_products,8.495300076901913,2,True,
warmup,184,q9_orders_items_products_by_user,8.434000075794756,0,True,
warmup,163,q10_top_sellers_qty,317.3753999872133,20,True,
warmup,186,q11_top_categories,61.530199949629605,10,True,
warmup,189,q3_user_by_login,60.39130000863224,1,True,
warmup,187,q1_user_by_id,64.09520003944635,1,True,
warmup,192,q6_products_by_seller,31.545300036668777,0,True,
